,Normalized_DF,state
113,2.223499436769256,W
114,2.2494539743348496,W
115,2.160571195155216,W
116,1.9677301190054106,W
117,2.160825374449541,W
118,2.345969446859302,W
119,2.350539778552617,W
120,1.9928772528520617,W
121,2.051339383455515,W
122,1.912133914714136,W
123,1.9660193830659183,W
124,1.9380186562546449,W
125,2.242793010364599,W
126,2.187652590890841,W
127,2.04850675753698,W
128,1.8137627570605854,W
129,2.2587927955640947,W
130,2.0384655080445055,W
131,2.4497399419775103,R
132,4.035095207009294,R
133,1.4808453363308522,R
134,3.4539136011711427,R
135,0.9645503362430299,R
136,3.2166240654898273,R
137,4.697900081626738,R
138,0.9111406689229067,R
139,0.9415343319299515,R
140,3.1921782919988977,R
141,0.6307214697206049,R
142,1.1521539906750513,R
143,3.024991256262373,R
144,1.7856142374590842,R
145,10.996997355235154,R
146,4.568153368563969,R
147,0.27794050265898806,R
148,1.8250358097347985,R
149,0.24602782741863075,R
150,1.200445766197906,R
151,8.104569949556643,R
152,2.041143985786896,R
153,0.31596930762809994,R
154,1.4823352915445134,R
155,0.9115077022268615,R
156,1.0563060533113169,R
157,2.6799363521476054,R
158,3.9928112805882976,R
159,1.7797784103852685,R
160,3.0527067231972365,R
161,2.2509234225997248,R
162,2.13065167076433,R
163,1.156665855761149,R
164,0.6567038323595629,R
165,1.9280142424198907,R
166,2.4709221799241488,R
167,1.4668726885412904,R
168,7.19648944008704,R
169,1.7527431424399873,R
170,0.290994152690649,R
171,0.8234290681728551,R
172,1.9014220144254221,R
173,0.519813167805363,R
174,0.29515896333311703,R
175,3.703153294350181,R
176,0.6790658630734521,R
177,8.769505228857195,R
178,22.62243054148886,R
179,4.450660268656317,R
180,3.625185732839776,R
181,5.177918077930069,R
182,1.102230020228633,R
183,0.6557228097098176,R
184,0.07836996609850055,R
185,0.0,R
186,0.2562853316054367,R
187,1.0505681805608575,NR
188,0.21217307089499662,NR
189,0.9986789187890945,NR
190,0.4200638367895826,NR
191,0.42209641370260825,NR
192,0.5503400532920442,NR
193,0.3051049045874348,NR
194,0.3579990750093366,NR
195,0.06766611008936688,NR
196,1.8924679951155656,NR
197,0.79061505479037,NR
198,0.492636328175584,NR
199,0.14513398950498987,NR
200,1.1027066874602158,NR
201,2.870310899095249,NR
202,0.35632224538449797,NR
203,0.5151026194934685,NR
204,0.32926335368216353,NR
205,0.08756585861935867,NR
206,0.5330004435551461,NR
207,3.1608012939880235,NR
208,0.47814508758654395,NR
209,0.04653535075714612,NR
210,0.5808692323168348,NR
211,0.07019042178734013,NR
212,0.26468029897873385,NR
213,0.2864337906677484,NR
214,3.104381356588359,NR
215,0.09078297092704557,NR
216,0.19830962604334465,NR
217,1.3926120895977616,NR
218,0.17843426448789027,NR
219,0.3533197768211887,NR
220,2.792899655250731,NR
221,0.3947726932191264,NR
222,0.08714103195053291,NR
223,0.06548320171363395,NR
224,3.119968270015668,NR
225,2.8331718772680876,NR
226,0.5937939522334903,NR
227,1.1612447956661687,NR
228,0.4803919682378562,NR
229,0.4555437979559482,NR
230,0.5461974938182124,NR
231,0.5288875181638024,NR
232,0.6220404050922027,NR
233,1.4779718159428104,NR
234,4.74312245085962,NR
235,2.0900527053593483,NR
236,0.9666645741734451,NR
237,0.43973387100334693,NR
238,8.32288255976776,NR
239,0.03894045745998876,NR
240,0.48433837750546305,NR
241,0.010150480186601198,NR
242,0.039294448016262105,NR
243,0.36734713690224247,NR
244,1.1888103305685676,NR
245,0.24099558489088665,NR
246,1.3161992190322234,NR
247,0.6252629279644869,NR
248,0.7863506320071751,NR
249,1.1084880968169073,NR
250,0.6582174391808839,NR
251,1.8005938124896375,NR
252,1.49509903353126,NR
253,1.141908347478126,NR
254,0.5197480672797055,NR
255,0.9643810327380967,NR
256,1.5834340723374598,NR
257,0.8953114593980002,NR
258,1.3112747037607242,NR
259,0.5670521554865994,NR
260,0.3032532140565192,NR
261,0.9179331634509035,NR
262,1.744237864051663,NR
263,0.8900963953810654,NR
264,0.7050997920508395,NR
265,1.4955644622560913,NR
266,1.16288951167405,NR
267,1.210451545215887,NR
268,0.5374527048642886,NR
269,0.9170558173806406,NR
270,1.0798563611552334,NR
271,0.7462794785795763,NR
272,0.8688316648986537,NR
273,1.3527628205121836,NR
274,0.9338664836893735,NR
275,1.0924556530304184,NR
276,0.9219340462630061,NR
277,0.7801085176255612,NR
278,0.8554750251695666,NR
279,1.0374199700823026,NR
280,0.9362254024422375,NR
281,1.0804513821791757,NR
282,1.0176908204230288,NR
283,1.3872918121446218,NR
284,1.0084801620229669,NR
285,1.4463618775371647,NR
286,0.699493442634095,NR
287,0.5559464986299893,NR
288,0.7222587691340824,NR
289,0.9181454841282602,NR
290,0.7923560728838749,NR
291,0.8808689368869526,NR
292,0.6422476587744178,NR
293,0.8610422737058772,NR
294,1.9648476790848113,NR
295,0.7656199825569283,NR
296,0.6747316231754789,NR
297,1.2636794809594245,NR
298,1.3426650507476776,NR
299,1.000966300144654,NR
300,0.9271121551694614,NR
301,1.0011172734429166,NR
302,0.6175265884445247,NR
303,0.6176944935847155,NR
304,0.8264800542477017,NR
305,0.7832460920041685,NR
306,1.1830091997334506,NR
307,1.2793687548991415,NR
308,1.0489476109694948,NR
309,1.2275987790200886,NR
310,1.1604742030863873,NR
311,1.0635562774670282,NR
312,0.9467392344695871,NR
313,1.1193509356043476,NR
314,1.0132715910985093,NR
315,1.3614542933674685,NR
316,1.3531701657207726,NR
317,1.3850130442237125,NR
